0,2363.6101
1,2364.1001
2,2362.6799
3,2364.3101
4,2364.8501
5,2365.6201
6,2365.2
7,2365.29
8,2364.3201
9,2364.6399
10,2364.5801
11,2364.48
12,2365.23
13,2365.6599
14,2365.24
15,2365.3201
16,2364.96
17,2364.3999
18,2364.74
19,2363.9399
20,2363.8799
21,2363.6001
22,2364.04
23,2363.8301
24,2363.8501
25,2363.03
26,2363.25
27,2362.8701
28,2363.03
29,2363.0601
30,2363.9399
31,2363.6101
32,2363.47
33,2363.74
34,2363.4099
35,2362.51
36,2359.95
37,2359.3999
38,2359.52
39,2359.77
40,2357.8799
41,2358.3201
42,2357.97
43,2358.8701
44,2358.9099
45,2359.01
46,2359.1799
47,2359.96
48,2359.9199
49,2359.8101
50,2359.5801
51,2359.9399
52,2360.78
53,2360.46
54,2360.6799
55,2361.73
56,2361.5901
57,2361.8601
58,2361.25
59,2361.3401
60,2361.8899
61,2360.99
62,2360.72
63,2360.5701
64,2360.8301
65,2360.4299
66,2360.24
67,2360.5
68,2360.1899
69,2360.5801
70,2359.1699
71,2359.1699
72,2359.3
73,2359.1101
74,2359.25
75,2359.74
76,2359.79
77,2359.3201
78,2358.75
79,2358.55
80,2356.97
81,2356.6399
82,2355.48
83,2354.4099
84,2354.76
85,2353.9299
86,2353.25
87,2353.8
88,2352.8899
89,2352.21
90,2352.49
91,2353.3401
92,2353.55
93,2353.0
94,2352.7
95,2351.6399
96,2349.3301
97,2348.1001
98,2348.72
99,2349.3
100,2350.2
101,2349.9399
102,2349.6899
103,2349.26
104,2350.1399
105,2351.9199
106,2351.74
107,2351.23
108,2350.8701
109,2349.8701
110,2349.8301
111,2349.52
112,2350.6201
113,2351.8501
114,2352.1299
115,2351.5901
116,2351.95
117,2351.1899
118,2351.22
119,2351.3601
120,2351.96
121,2351.3501
122,2351.02
123,2351.1201
124,2350.3601
125,2350.03
126,2350.48
127,2350.1001
128,2351.03
129,2350.6499
130,2350.8201
131,2351.01
132,2350.98
133,2350.73
134,2350.73
135,2350.6599
136,2350.03
137,2350.0801
138,2349.75
139,2348.5601
140,2348.45
141,2349.05
142,2349.21
143,2348.1399
144,2348.45
145,2348.01
146,2348.1299
147,2349.23
148,2349.1101
149,2348.5801
150,2348.1001
151,2346.3899
152,2345.78
153,2345.49
154,2346.0901
155,2346.28
156,2345.95
157,2345.9099
158,2347.05
159,2347.1399
160,2347.71
161,2348.1599
162,2347.7
163,2347.54
164,2347.26
165,2347.29
166,2348.6799
167,2349.4099
168,2349.1399
169,2349.0601
170,2348.6799
171,2348.6499
172,2348.9399
173,2349.3301
174,2350.48
175,2350.78
176,2351.1201
177,2351.0901
178,2351.1799
179,2352.24
180,2351.6299
181,2352.01
182,2351.49
183,2351.3701
184,2351.54
185,2351.71
186,2351.8201
187,2352.0901
188,2352.04
189,2352.22
190,2351.8501
191,2352.3999
192,2352.73
193,2352.9299
194,2352.96
195,2352.1001
196,2351.73
197,2352.0
198,2351.76
199,2352.45
200,2351.75
201,2351.8799
202,2351.6101
203,2351.5
204,2352.0901
205,2352.1201
206,2352.74
207,2352.47
208,2352.54
209,2353.49
210,2352.8201
211,2353.3501
212,2354.02
213,2353.5701
214,2353.8999
215,2353.98
216,2354.01
217,2353.4299
218,2353.1101
219,2352.8899
220,2353.4099
221,2353.47
222,2354.0601
223,2354.4199
224,2354.3401
225,2354.3501
226,2354.4399
227,2354.6001
228,2354.0601
229,2354.05
230,2353.51
231,2353.72
232,2353.76
233,2352.71
234,2353.21
235,2352.8401
236,2352.4399
237,2352.6201
238,2352.8601
239,2352.8799
240,2352.9099
241,2352.02
242,2352.1399
243,2352.03
244,2352.48
245,2352.1899
246,2351.8301
247,2351.6499
248,2350.97
249,2351.29
250,2350.8501
251,2350.52
252,2351.0801
253,2351.1699
254,2350.5801
255,2350.0801
256,2351.1499
257,2352.1001
258,2351.99
259,2351.6699
260,2351.6399
261,2351.7
262,2352.1699
263,2352.23
264,2352.01
265,2352.3501
266,2352.3899
267,2352.28
268,2352.3799
269,2352.6499
270,2353.27
271,2352.53
272,2352.4199
273,2352.6001
274,2352.5801
275,2352.3301
276,2351.97
277,2352.1001
278,2351.79
279,2352.3701
280,2352.04
281,2351.4399
282,2352.1001
283,2352.47
284,2352.6899
285,2351.8301
286,2352.0
287,2350.73
288,2350.72
289,2351.03
290,2350.9099
291,2350.79
292,2350.71
293,2351.01
294,2351.47
295,2351.8401
296,2351.8501
297,2352.1001
298,2353.29
299,2353.6001
300,2353.8201
301,2353.48
302,2353.95
303,2353.52
304,2353.6001
305,2354.21
306,2354.0701
307,2353.6499
308,2354.21
309,2354.0801
310,2356.0801
311,2356.6499
312,2357.01
313,2357.1299
314,2357.45
315,2357.2
316,2356.7
317,2357.04
318,2357.0701
319,2357.28
320,2357.45
321,2357.1699
322,2356.96
323,2357.4299
324,2357.1001
325,2357.3501
326,2357.2
327,2356.8101
328,2356.8
329,2356.5901
330,2357.79
331,2357.3501
332,2357.3
333,2357.03
334,2357.3201
335,2356.71
336,2356.27
337,2356.6899
338,2356.5601
339,2357.1101
340,2358.1101
341,2358.77
342,2359.01
343,2359.05
344,2359.49
345,2359.25
346,2359.45
347,2359.02
348,2359.51
349,2358.47
350,2358.8101
351,2359.23
352,2359.28
353,2359.3101
354,2360.3
355,2359.1699
356,2359.3501
357,2358.8601
358,2359.1799
359,2359.0801
360,2357.47
361,2357.48
362,2358.1101
363,2357.6699
364,2357.8601
365,2357.74
366,2358.3899
367,2359.02
368,2358.5701
369,2358.5
370,2359.1699
371,2358.7
372,2358.8401
373,2358.3799
374,2359.25
375,2359.3701
376,2359.3301
377,2359.3301
378,2359.4299
379,2359.27
380,2358.52
381,2358.1299
382,2358.1399
383,2358.6799
384,2358.8999
385,2359.1499
386,2359.3501
387,2358.9099
388,2358.8999
389,2358.96
390,2358.96
391,2354.1101
392,2355.55
393,2355.4199
394,2354.8701
395,2354.74
396,2355.55
397,2354.52
398,2354.21
399,2354.95
400,2354.01
401,2355.02
402,2355.5701
403,2356.8601
404,2357.27
405,2356.95
406,2356.9399
407,2357.4299
408,2357.0701
409,2356.3301
410,2356.26
411,2356.27
412,2355.97
413,2355.6201
414,2355.6599
415,2354.98
416,2355.3301
417,2355.9299
418,2355.53
419,2355.7
420,2355.9099
421,2356.1101
422,2354.47
423,2353.4299
424,2352.6799
425,2352.72
426,2352.8601
427,2353.25
428,2353.04
429,2351.3701
430,2351.78
431,2351.22
432,2351.1299
433,2351.53
434,2351.8301
435,2352.23
436,2351.73
437,2352.3101
438,2352.48
439,2352.6599
440,2351.6001
